fic,date,country,currency,mportret,mportretx
DEU,2010-07-30,GERMANY,EUR,0.0306506986,0.0300257866
DEU,2010-08-31,GERMANY,EUR,-0.029177182,-0.029223075
DEU,2010-09-30,GERMANY,EUR,0.0555817752,0.055473501
DEU,2010-10-29,GERMANY,EUR,0.0547751814,0.0547546414
DEU,2010-11-30,GERMANY,EUR,0.0063490846,0.0063375646
DEU,2010-12-30,GERMANY,EUR,0.0417453291,0.0417311289
DEU,2011-01-31,GERMANY,EUR,0.0171133288,0.0144201939
DEU,2011-02-28,GERMANY,EUR,0.0221278183,0.0220135197
DEU,2011-03-31,GERMANY,EUR,-0.018016651,-0.018239335
DEU,2011-04-29,GERMANY,EUR,0.0520666245,0.0459488734
DEU,2011-05-31,GERMANY,EUR,-0.018575462,-0.036139383
DEU,2011-06-30,GERMANY,EUR,0.0084804323,0.0069977395
DEU,2011-07-29,GERMANY,EUR,-0.032243873,-0.032986854
DEU,2011-08-31,GERMANY,EUR,-0.164124072,-0.16420982
DEU,2011-09-30,GERMANY,EUR,-0.05708379,-0.057188617
DEU,2011-10-31,GERMANY,EUR,0.1003123436,0.1002938346
DEU,2011-11-30,GERMANY,EUR,-0.011160647,-0.011177339
DEU,2011-12-30,GERMANY,EUR,-0.025171335,-0.025197266
DEU,2012-01-31,GERMANY,EUR,0.0868415768,0.0833589011
DEU,2012-02-29,GERMANY,EUR,0.0553649618,0.0553462858
DEU,2012-03-30,GERMANY,EUR,0.0121958254,0.0118216847
DEU,2012-04-30,GERMANY,EUR,-0.015942974,-0.026744832
DEU,2012-05-31,GERMANY,EUR,-0.064166425,-0.079810151
DEU,2012-06-29,GERMANY,EUR,0.015371927,0.0132545093
DEU,2012-07-31,GERMANY,EUR,0.0477754188,0.0471688746
DEU,2012-08-31,GERMANY,EUR,0.0197486995,0.0197018089
DEU,2012-09-28,GERMANY,EUR,0.0247957848,0.0247003448
DEU,2012-10-31,GERMANY,EUR,0.0164508466,0.0163134779
DEU,2012-11-30,GERMANY,EUR,0.0206598029,0.0205390098
DEU,2012-12-28,GERMANY,EUR,0.0214265276,0.021399509
DEU,2013-01-31,GERMANY,EUR,0.0278308881,0.0252566478
DEU,2013-02-28,GERMANY,EUR,0.0031872711,0.0030890362
DEU,2013-03-28,GERMANY,EUR,0.0045073003,0.0042014607
DEU,2013-04-30,GERMANY,EUR,0.0118002228,0.0016034198
DEU,2013-05-31,GERMANY,EUR,0.0495626264,0.0349854287
DEU,2013-06-28,GERMANY,EUR,-0.037854152,-0.039846061
DEU,2013-07-31,GERMANY,EUR,0.038235712,0.035548726
DEU,2013-08-30,GERMANY,EUR,-0.010978028,-0.011199484
DEU,2013-09-30,GERMANY,EUR,0.0512168005,0.0511334612
DEU,2013-10-31,GERMANY,EUR,0.0514043766,0.0511855634
DEU,2013-11-29,GERMANY,EUR,0.0358728643,0.0358646559
DEU,2013-12-30,GERMANY,EUR,0.0117261202,0.0117034258
DEU,2014-01-31,GERMANY,EUR,-0.020748497,-0.022834508
DEU,2014-02-28,GERMANY,EUR,0.038297838,0.0381127246
DEU,2014-03-31,GERMANY,EUR,-0.012055739,-0.012174492
DEU,2014-04-30,GERMANY,EUR,0.0022098036,-0.002734383
DEU,2014-05-30,GERMANY,EUR,0.0345722775,0.0178312588
DEU,2014-06-30,GERMANY,EUR,-0.00767009,-0.008732292
DEU,2014-07-31,GERMANY,EUR,-0.040682764,-0.041274244
DEU,2014-08-29,GERMANY,EUR,0.0052489062,0.0052177577
DEU,2014-09-30,GERMANY,EUR,-0.00310107,-0.003180227
DEU,2014-10-31,GERMANY,EUR,-0.018366298,-0.018392367
DEU,2014-11-28,GERMANY,EUR,0.0624807554,0.0624741169
DEU,2014-12-30,GERMANY,EUR,-0.011107684,-0.011129081
DEU,2015-01-30,GERMANY,EUR,0.084088236,0.0819093797
DEU,2015-02-27,GERMANY,EUR,0.0639673196,0.0634309135
DEU,2015-03-31,GERMANY,EUR,0.0428052802,0.0426704215
DEU,2015-04-30,GERMANY,EUR,-0.033082828,-0.036615071
DEU,2015-05-29,GERMANY,EUR,0.0017524317,-0.013917656
DEU,2015-06-30,GERMANY,EUR,-0.035879942,-0.036913214
DEU,2015-07-31,GERMANY,EUR,0.0338189469,0.0335708594
DEU,2015-08-31,GERMANY,EUR,-0.076055787,-0.076483691
DEU,2015-09-30,GERMANY,EUR,-0.046511213,-0.046629468
DEU,2015-10-30,GERMANY,EUR,0.1070549616,0.1068256788
DEU,2015-11-30,GERMANY,EUR,0.0374486836,0.0374434548
DEU,2015-12-30,GERMANY,EUR,-0.041589716,-0.04164918
DEU,2016-01-29,GERMANY,EUR,-0.076690372,-0.078700569
DEU,2016-02-29,GERMANY,EUR,-0.024340137,-0.025170345
DEU,2016-03-31,GERMANY,EUR,0.0439047695,0.0438283277
DEU,2016-04-29,GERMANY,EUR,0.0033573117,-0.001234336
DEU,2016-05-31,GERMANY,EUR,0.0232202048,0.0068515591
DEU,2016-06-30,GERMANY,EUR,-0.05302308,-0.055151167
DEU,2016-07-29,GERMANY,EUR,0.0628813798,0.0621733331
DEU,2016-08-31,GERMANY,EUR,0.0176563945,0.017491176
DEU,2016-09-30,GERMANY,EUR,-0.000194065,-0.001661367
DEU,2016-10-31,GERMANY,EUR,0.0043133192,0.0040877294
DEU,2016-11-30,GERMANY,EUR,-0.007398171,-0.007426236
DEU,2016-12-30,GERMANY,EUR,0.0691789496,0.0691581978
DEU,2017-01-31,GERMANY,EUR,0.0107209771,0.0106274103
DEU,2017-02-28,GERMANY,EUR,0.0248959929,0.0222636631
DEU,2017-03-31,GERMANY,EUR,0.0347520183,0.0325681394
DEU,2017-04-28,GERMANY,EUR,0.0146778201,0.0131499254
DEU,2017-05-31,GERMANY,EUR,0.0216197309,0.0080550004
DEU,2017-06-30,GERMANY,EUR,-0.022858554,-0.025479777
DEU,2017-07-31,GERMANY,EUR,-0.003611465,-0.007437645
DEU,2017-08-31,GERMANY,EUR,-0.000563863,-0.000720812
DEU,2017-09-29,GERMANY,EUR,0.058303224,0.0581979616
DEU,2017-10-30,GERMANY,EUR,0.0284630396,0.0284630396
DEU,2017-11-30,GERMANY,EUR,-0.011314099,-0.01148694
DEU,2017-12-29,GERMANY,EUR,-0.000466144,-0.000481986
DEU,2018-01-31,GERMANY,EUR,0.0209662768,0.0209213139
DEU,2018-02-28,GERMANY,EUR,-0.044990088,-0.047194078
DEU,2018-03-29,GERMANY,EUR,-0.022619907,-0.022757769
DEU,2018-04-30,GERMANY,EUR,0.0364592273,0.0296934562
DEU,2018-05-31,GERMANY,EUR,0.002778352,-0.012893854
DEU,2018-06-29,GERMANY,EUR,-0.032482891,-0.033398709
DEU,2018-07-31,GERMANY,EUR,0.0376305202,0.0373102399
DEU,2018-08-31,GERMANY,EUR,-0.019908198,-0.020027495
DEU,2018-09-28,GERMANY,EUR,-0.019035546,-0.01903668
DEU,2018-10-31,GERMANY,EUR,-0.061737814,-0.061798255
DEU,2018-11-30,GERMANY,EUR,-0.022093028,-0.022296396
DEU,2018-12-28,GERMANY,EUR,-0.033753441,-0.033774098
DEU,2019-01-31,GERMANY,EUR,0.0604472522,0.0583104957
DEU,2019-02-28,GERMANY,EUR,0.0217010336,0.0204588816
DEU,2019-03-29,GERMANY,EUR,0.0017342014,-0.000465216
DEU,2019-04-30,GERMANY,EUR,0.0664669705,0.0630105817
DEU,2019-05-31,GERMANY,EUR,-0.051839658,-0.069854622
DEU,2019-06-28,GERMANY,EUR,0.0454035528,0.0440261234
DEU,2019-07-31,GERMANY,EUR,-0.012778037,-0.013071948
DEU,2019-08-30,GERMANY,EUR,-0.012521966,-0.012676749
DEU,2019-09-30,GERMANY,EUR,0.0313208027,0.0310562456
DEU,2019-10-31,GERMANY,EUR,0.0405585939,0.0405585939
DEU,2019-11-29,GERMANY,EUR,0.0325920453,0.0325520537
DEU,2019-12-30,GERMANY,EUR,0.0071190002,0.0069454415
DEU,2020-01-31,GERMANY,EUR,-0.012746139,-0.012746421
DEU,2020-02-28,GERMANY,EUR,-0.079369839,-0.08189209
DEU,2020-03-31,GERMANY,EUR,-0.147105584,-0.147164373
DEU,2020-04-30,GERMANY,EUR,0.1011924505,0.0979444162
DEU,2020-05-29,GERMANY,EUR,0.0677480459,0.0589206956
DEU,2020-06-30,GERMANY,EUR,0.0381444702,0.0327684097
DEU,2020-07-31,GERMANY,EUR,-0.003107764,-0.005076044
DEU,2020-08-31,GERMANY,EUR,0.0492113421,0.0475428275
DEU,2020-09-30,GERMANY,EUR,-0.009245313,-0.015064743
DEU,2020-10-30,GERMANY,EUR,-0.079831065,-0.08076639
DEU,2020-11-30,GERMANY,EUR,0.1334196631,0.1327500246
DEU,2020-12-30,GERMANY,EUR,0.0406909169,0.0402292548
DEU,2021-01-29,GERMANY,EUR,0.0001030943,0.0001027973
DEU,2021-02-26,GERMANY,EUR,0.0212078998,0.018672856
DEU,2021-03-31,GERMANY,EUR,0.0726997082,0.0725930065
DEU,2021-04-30,GERMANY,EUR,0.0144718142,0.0076355046
DEU,2021-05-31,GERMANY,EUR,0.0252708903,0.0160113657
DEU,2021-06-30,GERMANY,EUR,0.0158698339,0.0145853769
DEU,2021-07-30,GERMANY,EUR,0.006669698,0.0056033821
DEU,2021-08-31,GERMANY,EUR,0.0230231136,0.0229937765
DEU,2021-09-30,GERMANY,EUR,-0.034911892,-0.036020721
DEU,2021-10-29,GERMANY,EUR,0.0189986442,0.018926823
DEU,2021-11-30,GERMANY,EUR,-0.029715356,-0.029940372
DEU,2021-12-30,GERMANY,EUR,0.0384607366,0.0311039502
DEU,2022-01-31,GERMANY,EUR,-0.034907932,-0.034907932
DEU,2022-02-28,GERMANY,EUR,-0.058369228,-0.060637912
DEU,2022-03-31,GERMANY,EUR,-0.011743487,-0.011899938
DEU,2022-04-29,GERMANY,EUR,-0.019303126,-0.02300009
DEU,2022-05-31,GERMANY,EUR,0.0180197896,-0.006801041
DEU,2022-06-30,GERMANY,EUR,-0.119362084,-0.120559962
DEU,2022-07-29,GERMANY,EUR,0.0541209187,0.0533931925
DEU,2022-08-31,GERMANY,EUR,-0.055743628,-0.056077085
DEU,2022-09-30,GERMANY,EUR,-0.083192621,-0.083632676
DEU,2022-10-31,GERMANY,EUR,0.0774605154,0.0774225852
DEU,2022-11-30,GERMANY,EUR,0.0865760035,0.0865525739
DEU,2022-12-30,GERMANY,EUR,-0.035296575,-0.038484093
DEU,2023-01-31,GERMANY,EUR,0.0955616021,0.0955616021
DEU,2023-02-28,GERMANY,EUR,0.0147002859,0.0118441789
DEU,2023-03-31,GERMANY,EUR,0.0139725901,0.0137970906
DEU,2023-04-28,GERMANY,EUR,0.0152974636,0.0109741193
DEU,2023-05-31,GERMANY,EUR,-0.021739752,-0.046874614
DEU,2023-06-30,GERMANY,EUR,0.0278186552,0.0255129701
DEU,2023-07-31,GERMANY,EUR,0.0219196945,0.021515067
DEU,2023-08-31,GERMANY,EUR,-0.033991441,-0.034139154
DEU,2023-09-29,GERMANY,EUR,-0.03553849,-0.035682372
DEU,2023-10-31,GERMANY,EUR,-0.045290861,-0.04531893
DEU,2023-11-30,GERMANY,EUR,0.079491757,0.0794697743
DEU,2023-12-29,GERMANY,EUR,0.0271863961,0.0270357561
DEU,2024-01-31,GERMANY,EUR,0.0036927629,0.0036065756
DEU,2024-02-29,GERMANY,EUR,0.031579623,0.0291297096
DEU,2024-03-28,GERMANY,EUR,0.0388498717,0.0387325755
DEU,2024-04-30,GERMANY,EUR,-0.021546065,-0.027393173
DEU,2024-05-31,GERMANY,EUR,0.0298715368,0.0112209197
DEU,2024-06-28,GERMANY,EUR,-0.010834555,-0.012921937
DEU,2024-07-31,GERMANY,EUR,0.0037392305,0.0034312064
DEU,2024-08-30,GERMANY,EUR,0.0175792405,0.0174544034
DEU,2024-09-30,GERMANY,EUR,0.0263308314,0.0263278122
DEU,2024-10-31,GERMANY,EUR,-0.020570309,-0.020619831
DEU,2024-11-29,GERMANY,EUR,0.0198209614,0.0197995011
DEU,2024-12-30,GERMANY,EUR,0.0069862891,0.0066038651
